合租·住宅莲花国际 1居室 东南卧,住宅莲花国际,合租,1室1厅1卫 45.00㎡,面积：45.00㎡,1750,集美
整租·筼筜书院 1室0厅 南,筼筜书院,整租,1室0厅0卫 40.00㎡ 精装修,面积：40.00㎡,750,思明
整租·海投自贸天际 3室2厅 东南/南,海投自贸天际,整租,3室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,2000,海沧
整租·龙湖新壹城 1室1厅 东南,龙湖新壹城,整租,1室1厅1卫 37.00㎡ 精装修,面积：37.00㎡,1400,集美
整租·会展嘉园叁区 1室1厅 南,会展嘉园叁区,整租,1室1厅1卫 45.00㎡ 精装修,面积：45.00㎡,2000,翔安
整租·保利和光城悦 3室2厅 南/北,保利和光城悦,整租,3室2厅2卫 89.00㎡ 精装修,面积：89.00㎡,3800,翔安
整租·裕兴花园 1室1厅 南,裕兴花园,整租,1室1厅1卫 37.64㎡ 精装修,面积：37.64㎡,2600,湖里
整租·莲花大厦 1室1厅 东,莲花大厦,整租,1室1厅1卫 49.33㎡ 精装修,面积：49.33㎡,3099,思明
整租·德信庄园 1室0厅 南/北,德信庄园,整租,1室0厅1卫 36.00㎡ 精装修,面积：36.00㎡,1800,湖里
整租·特房山水尚座 1室0厅 南/北,特房山水尚座,整租,1室0厅1卫 20.00㎡,面积：20.00㎡,1400,湖里
整租·京口岩小区 3室2厅 南,京口岩小区,整租,3室2厅2卫 103.00㎡ 精装修,面积：103.00㎡,2600,海沧
整租·建发缦云 4室2厅 南,建发缦云,整租,4室2厅2卫 133.00㎡ 精装修,面积：133.00㎡,6000,海沧
整租·源昌大厦 1室1厅 南,源昌大厦,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,1900,湖里
整租·泰地海西中心 1室1厅 东南,泰地海西中心,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,2000,海沧
整租·禹洲高尔夫 3室2厅 南/北,禹洲高尔夫,整租,3室2厅2卫 113.89㎡,面积：113.89㎡,1500,海沧
整租·后溪花园 2室2厅 东南,后溪花园,整租,2室2厅1卫 68.00㎡ 精装修,面积：68.00㎡,1900,集美
整租·嵩屿金华综合楼 2室1厅 西,嵩屿金华综合楼,整租,2室1厅1卫 70.00㎡ 精装修,面积：70.00㎡,2400,海沧
整租·会展嘉园叁区 1室1厅 南,会展嘉园叁区,整租,1室1厅1卫 43.00㎡ 精装修,面积：43.00㎡,1900,翔安
整租·特房山水尚座 1室0厅 南/北,特房山水尚座,整租,1室0厅1卫 20.00㎡,面积：20.00㎡,1700,湖里
整租·大唐世家七期 3室2厅 南/北,大唐世家七期,整租,3室2厅2卫 90.00㎡ 精装修,面积：90.00㎡,4800,湖里
整租·联发五缘湾1号 4室2厅 南/北,联发五缘湾1号,整租,4室2厅2卫 178.00㎡ 精装修,面积：178.00㎡,9000,湖里
整租·家家海景 4室2厅 东南,家家海景,整租,4室2厅2卫 133.00㎡,面积：133.00㎡,6800,思明
整租·鹭江新城四期 1室1厅 北,鹭江新城四期,整租,1室1厅1卫 48.30㎡,面积：48.30㎡,2800,思明
整租·新景中心二期 2室1厅 南,新景中心二期,整租,2室1厅1卫 50.00㎡,面积：50.00㎡,2900,思明
整租·明发豪庭 3室2厅 南/北,明发豪庭,整租,3室2厅2卫 125.00㎡ 精装修,面积：125.00㎡,6300,湖里
整租·海青花园 2室1厅 东南,海青花园,整租,2室1厅1卫 73.40㎡,面积：73.40㎡,2200,海沧
整租·保利叁仟栋一期 4室2厅 南,保利叁仟栋一期,整租,4室2厅2卫 104.00㎡ 精装修,面积：104.00㎡,3800,同安
整租·万科广场大都荟 1室1厅 南,万科广场大都荟,整租,1室1厅1卫 35.00㎡ 精装修,面积：35.00㎡,1500,集美
整租·站西路 4室2厅 南,站西路,整租,4室2厅2卫 81.00㎡ 精装修,面积：81.00㎡,3900,思明
整租·珩崎西里 1室2厅 东南,珩崎西里,整租,1室2厅1卫 40.00㎡ 精装修,面积：40.00㎡,2400,集美
整租·金尚小区 2室1厅 南/北,金尚小区,整租,2室1厅1卫 73.00㎡,面积：73.00㎡,3600,湖里
整租·恒大帝景 3室2厅 南/北,恒大帝景,整租,3室2厅1卫 118.00㎡ 精装修,面积：118.00㎡,4200,集美
整租·建发翔城国际南区 3室2厅 南/北,建发翔城国际南区,整租,3室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,3100,翔安
整租·禾祥观斓 2室2厅 南/北,禾祥观斓,整租,2室2厅1卫 85.00㎡ 精装修,面积：85.00㎡,5400,思明
整租·博宏科技大厦 0室1厅 南,博宏科技大厦,整租,未知室1厅0卫 138.77㎡,面积：138.77㎡,10685,湖里
整租·万科金色悦城 2室2厅 南,万科金色悦城,整租,2室2厅1卫 75.03㎡ 精装修,面积：75.03㎡,2200,翔安
整租·建设大厦 1室1厅 南,建设大厦,整租,1室1厅1卫 70.00㎡,面积：70.00㎡,3200,思明
整租·红星安华小区 3室2厅 南/北,红星安华小区,整租,3室2厅2卫 128.00㎡ 精装修,面积：128.00㎡,4800,思明
整租·海峡国际社区二期 3室2厅 南/北,海峡国际社区二期,整租,3室2厅2卫 207.00㎡ 精装修,面积：207.00㎡,10500,思明
整租·武夷工贸 1室0厅 东,武夷工贸,整租,1室0厅0卫 243.00㎡,面积：243.00㎡,17040,思明
整租·何厝安置房 3室2厅 南,何厝安置房,整租,3室2厅1卫 90.00㎡ 精装修,面积：90.00㎡,5500,思明
整租·水晶森林二期 1室0厅 南,水晶森林二期,整租,1室0厅0卫 33.00㎡,面积：33.00㎡,700,湖里
整租·建设大厦 1室1厅 南,建设大厦,整租,1室1厅1卫 55.00㎡,面积：55.00㎡,2900,思明
整租·金都海尚国际 1室1厅 南,金都海尚国际,整租,1室1厅1卫 56.00㎡ 精装修,面积：56.00㎡,2300,同安
整租·新华城 2室1厅 西南,新华城,整租,2室1厅1卫 76.00㎡,面积：76.00㎡,7000,思明
整租·阳光城翡丽湾一期 3室1厅 东南,阳光城翡丽湾一期,整租,3室1厅1卫 95.00㎡ 精装修,面积：95.00㎡,3200,翔安
整租·华尔顿1275 4室2厅 南,华尔顿1275,整租,4室2厅3卫 196.00㎡ 精装修,面积：196.00㎡,11000,思明
整租·后田家园 3室2厅 南,后田家园,整租,3室2厅2卫 130.00㎡ 精装修,面积：130.00㎡,3600,同安
整租·大唐世家一期(集美) 3室2厅 南,大唐世家一期(集美),整租,3室2厅3卫 169.00㎡ 精装修,面积：169.00㎡,10000,集美
整租·九竹巷 2室2厅 南/北,九竹巷,整租,2室2厅1卫 91.00㎡,面积：91.00㎡,3300,思明
整租·建昌商业广场 1室0厅 南,建昌商业广场,整租,1室0厅0卫 14.52㎡,面积：14.52㎡,1000,集美
整租·国际邮轮城二期 4室2厅 复式 南/西/北,国际邮轮城二期,整租,4室2厅2卫 113.38㎡ 精装修,面积：113.38㎡,10000,湖里
整租·嘉盛豪园南区 1室0厅 南,嘉盛豪园南区,整租,1室0厅0卫 35.00㎡,面积：35.00㎡,1000,思明
整租·后滨安置房一期 2室2厅 南/北,后滨安置房一期,整租,2室2厅2卫 81.00㎡ 精装修,面积：81.00㎡,2000,翔安
合租·古龙御景一期北区 6居室 西南/西北卧,古龙御景一期北区,合租,6室0厅0卫 30.00㎡,面积：30.00㎡,950,集美
整租·后河路 2室1厅 南/北,后河路,整租,2室1厅1卫 79.00㎡,面积：79.00㎡,3800,思明
整租·禾祥首府 1室1厅 北,禾祥首府,整租,1室1厅1卫 40.37㎡ 精装修,面积：40.37㎡,3688,思明
整租·东芳花园 3室2厅 东/南/西,东芳花园,整租,3室2厅2卫 102.82㎡ 精装修,面积：102.82㎡,4000,思明
整租·裕兴大厦 1室1厅 南,裕兴大厦,整租,1室1厅1卫 34.66㎡ 精装修,面积：34.66㎡,2200,湖里
整租·禹洲高HOUSE 4室2厅 复式 南/北,禹洲高HOUSE,整租,4室2厅2卫 89.00㎡ 精装修,面积：89.00㎡,5500,湖里
整租·能群大厦 1室1厅 南/北,能群大厦,整租,1室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,4199,思明
整租·福满山庄 1室0厅 北,福满山庄,整租,1室0厅1卫 20.00㎡,面积：20.00㎡,1000,思明
整租·前埔边防公寓 2室2厅 东/南,前埔边防公寓,整租,2室2厅1卫 75.00㎡ 精装修,面积：75.00㎡,3400,思明
整租·华普 1室0厅 南,华普,整租,1室0厅1卫 113.00㎡ 精装修,面积：113.00㎡,17000,思明
整租·新景华府一期 1室0厅 南,新景华府一期,整租,1室0厅0卫 37.00㎡,面积：37.00㎡,700,湖里
整租·万科中心云玺 3室2厅 西南/北,万科中心云玺,整租,3室2厅2卫 64.00㎡ 精装修,面积：64.00㎡,4500,湖里
整租·特房银溪墅府梅斯花园 2室2厅 南,特房银溪墅府梅斯花园,整租,2室2厅1卫 85.00㎡ 精装修,面积：85.00㎡,2100,翔安
合租·禹洲卢卡小镇 5居室 南卧,禹洲卢卡小镇,合租,5室2厅3卫 30.00㎡,面积：30.00㎡,1300,翔安
整租·新景园 1室0厅 北,新景园,整租,1室0厅1卫 20.00㎡ 精装修,面积：20.00㎡,1900,湖里
整租·中铁财富港湾 2室1厅 东北,中铁财富港湾,整租,2室1厅1卫 60.00㎡ 精装修,面积：60.00㎡,3200,湖里
整租·中海环东时代 3室2厅 南,中海环东时代,整租,3室2厅2卫 90.00㎡ 精装修,面积：90.00㎡,2600,同安
整租·京口岩小区 1室1厅 东南,京口岩小区,整租,1室1厅1卫 53.80㎡ 精装修,面积：53.80㎡,1500,海沧
整租·大学湾 2室1厅 东南,大学湾,整租,2室1厅1卫 80.00㎡ 精装修,面积：80.00㎡,2800,集美
整租·水晶湖郡C区 1室0厅 南/北,水晶湖郡C区,整租,1室0厅1卫 35.00㎡ 精装修,面积：35.00㎡,2200,集美
整租·泰禾红门 4室2厅 南,泰禾红门,整租,4室2厅1卫 127.00㎡ 精装修,面积：127.00㎡,3800,翔安
整租·融信海上城 2室2厅 东,融信海上城,整租,2室2厅1卫 44.00㎡ 精装修,面积：44.00㎡,2300,海沧
合租·富兴大厦 1居室 东南卧,富兴大厦,合租,1室0厅1卫 20.00㎡,面积：20.00㎡,1800,思明
整租·东方丽景 1室0厅 南,东方丽景,整租,1室0厅1卫 25.00㎡ 精装修,面积：25.00㎡,1700,思明
整租·建发中央天成 2室1厅 南,建发中央天成,整租,2室1厅1卫 70.00㎡ 精装修,面积：70.00㎡,3300,湖里
整租·禹洲云顶国际 3室2厅 南/北,禹洲云顶国际,整租,3室2厅2卫 120.00㎡ 精装修,面积：120.00㎡,7500,思明
整租·禹洲高HOUSE 3室2厅 南/北,禹洲高HOUSE,整租,3室2厅3卫 90.39㎡,面积：90.39㎡,5000,湖里
整租·信源大厦 3室2厅 东/东南/南,信源大厦,整租,3室2厅2卫 108.00㎡,面积：108.00㎡,4800,湖里
整租·融信·铂悦湾 4室2厅 南,融信·铂悦湾,整租,4室2厅2卫 118.00㎡ 精装修,面积：118.00㎡,2600,同安
整租·大学城 1室0厅 西,大学城,整租,1室0厅1卫 47.62㎡,面积：47.62㎡,3000,思明
整租·东方巴黎广场 4室3厅 复式 南/北,东方巴黎广场,整租,4室3厅2卫 145.73㎡ 精装修,面积：145.73㎡,11000,湖里
整租·天宝大厦 1室0厅 南,天宝大厦,整租,1室0厅1卫 26.40㎡,面积：26.40㎡,1550,思明
整租·康乐新村一期东区 2室1厅 南/北,康乐新村一期东区,整租,2室1厅1卫 66.00㎡,面积：66.00㎡,3000,湖里
整租·善见豪山 1室1厅 南,善见豪山,整租,1室1厅1卫 25.00㎡ 精装修,面积：25.00㎡,2300,思明
整租·融信海上城 2室2厅 南,融信海上城,整租,2室2厅1卫 43.00㎡ 精装修,面积：43.00㎡,1980,海沧
整租·菁英公馆 2室1厅 南,菁英公馆,整租,2室1厅1卫 48.00㎡ 精装修,面积：48.00㎡,1900,翔安
整租·山谷城市 1室0厅 南,山谷城市,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1800,湖里
整租·环东金茂悦 3室2厅 南/北,环东金茂悦,整租,3室2厅2卫 81.00㎡ 精装修,面积：81.00㎡,1900,翔安
整租·中航城国际社区C区 4室2厅 东南,中航城国际社区C区,整租,4室2厅2卫 125.00㎡ 精装修,面积：125.00㎡,5000,集美
整租·长升大厦 1室0厅 北,长升大厦,整租,1室0厅1卫 39.00㎡ 精装修,面积：39.00㎡,2500,思明
整租·鹭悦小区 1室0厅 南,鹭悦小区,整租,1室0厅1卫 20.00㎡,面积：20.00㎡,1200,思明
整租·金尚小区 2室2厅 南/北,金尚小区,整租,2室2厅1卫 70.00㎡ 精装修,面积：70.00㎡,3300,湖里
整租·特房朗玥公馆 3室2厅 南/北,特房朗玥公馆,整租,3室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,2300,翔安
整租·文轩花园 2室1厅 南,文轩花园,整租,2室1厅1卫 50.00㎡,面积：50.00㎡,2300,海沧
整租·特房G01新座 3室2厅 南/北,特房G01新座,整租,3室2厅2卫 120.00㎡ 精装修,面积：120.00㎡,8000,思明
整租·金凤集团 2室1厅 南,金凤集团,整租,2室1厅1卫 86.00㎡ 精装修,面积：86.00㎡,2700,湖里
整租·古龙御景一期北区 1室1厅 东南,古龙御景一期北区,整租,1室1厅1卫 47.00㎡ 精装修,面积：47.00㎡,2200,集美
整租·东渡路 3室2厅 南/北,东渡路,整租,3室2厅1卫 100.00㎡ 精装修,面积：100.00㎡,4000,湖里
整租·橡树湾 2室2厅 西南,橡树湾,整租,2室2厅1卫 89.00㎡ 精装修,面积：89.00㎡,3200,集美
整租·榕海花园 2室1厅 西南/北,榕海花园,整租,2室1厅1卫 66.50㎡,面积：66.50㎡,2800,湖里
整租·纺织厂宿舍小区 2室2厅 南/北,纺织厂宿舍小区,整租,2室2厅1卫 70.00㎡ 精装修,面积：70.00㎡,4300,思明
整租·海峡国际社区四期 3室2厅 南/北,海峡国际社区四期,整租,3室2厅2卫 155.00㎡ 精装修,面积：155.00㎡,10000,思明
整租·世茂湖滨首府A区 4室2厅 南/北,世茂湖滨首府A区,整租,4室2厅3卫 242.00㎡ 精装修,面积：242.00㎡,9500,湖里
整租·溢翔首府 2室2厅 东北,溢翔首府,整租,2室2厅1卫 85.00㎡ 精装修,面积：85.00㎡,2700,同安
整租·龙湖新壹城 1室1厅 南,龙湖新壹城,整租,1室1厅1卫 36.90㎡ 精装修,面积：36.90㎡,1550,集美
整租·国贸新天地 3室2厅 南,国贸新天地,整租,3室2厅2卫 141.00㎡ 精装修,面积：141.00㎡,8000,湖里
整租·新金花园 9室0厅 北,新金花园,整租,9室0厅2卫 160.00㎡ 精装修,面积：160.00㎡,8500,思明
整租·山木清华 3室2厅 南,山木清华,整租,3室2厅2卫 132.00㎡ 精装修,面积：132.00㎡,6500,思明
整租·翔安金茂悦 3室2厅 南,翔安金茂悦,整租,3室2厅1卫 81.00㎡ 精装修,面积：81.00㎡,2200,翔安
整租·浦南花园 1室1厅 南,浦南花园,整租,1室1厅1卫 28.80㎡ 精装修,面积：28.80㎡,2500,思明
整租·和顺里 2室2厅 南/北,和顺里,整租,2室2厅1卫 98.00㎡ 精装修,面积：98.00㎡,3900,湖里
整租·绿苑小区三期 3室1厅 南/北,绿苑小区三期,整租,3室1厅1卫 91.00㎡,面积：91.00㎡,3200,海沧
整租·达达自由城 1室1厅 南,达达自由城,整租,1室1厅1卫 40.00㎡ 精装修,面积：40.00㎡,2000,海沧
整租·厦门院子泰禾首玺B区 1室0厅 南,厦门院子泰禾首玺B区,整租,1室0厅1卫 78.00㎡ 精装修,面积：78.00㎡,2400,海沧
整租·聚祥花园 1室0厅 南,聚祥花园,整租,1室0厅1卫 25.00㎡,面积：25.00㎡,1400,思明
整租·海投第一湾 1室1厅 北,海投第一湾,整租,1室1厅1卫 150.00㎡ 精装修,面积：150.00㎡,7000,海沧
整租·禹洲世贸商城思明 1室1厅 南,禹洲世贸商城思明,整租,1室1厅1卫 53.00㎡ 精装修,面积：53.00㎡,3288,思明
整租·一代风华 1室1厅 北,一代风华,整租,1室1厅1卫 33.60㎡ 精装修,面积：33.60㎡,1900,思明
整租·建发中央湾区一期 1室0厅 南/北,建发中央湾区一期,整租,1室0厅1卫 52.00㎡ 精装修,面积：52.00㎡,14700,湖里
整租·东村巷 3室2厅 南/北,东村巷,整租,3室2厅1卫 75.00㎡ 精装修,面积：75.00㎡,2800,湖里
整租·国贸新天地 2室2厅 南,国贸新天地,整租,2室2厅1卫 96.00㎡ 精装修,面积：96.00㎡,6800,湖里
整租·国源滨北国际 3室2厅 西南,国源滨北国际,整租,3室2厅2卫 127.00㎡ 精装修,面积：127.00㎡,6800,思明
整租·水岸名筑 1室1厅 南,水岸名筑,整租,1室1厅1卫 44.00㎡ 精装修,面积：44.00㎡,1800,海沧
整租·一代风华 1室1厅 北,一代风华,整租,1室1厅1卫 32.56㎡ 精装修,面积：32.56㎡,1898,思明
整租·裕兴花园 1室1厅 南,裕兴花园,整租,1室1厅1卫 37.64㎡ 精装修,面积：37.64㎡,1900,湖里
整租·罗宾森顶峰光辉 1室1厅 东,罗宾森顶峰光辉,整租,1室1厅0卫 80.00㎡ 精装修,面积：80.00㎡,5800,思明
整租·厦门保利时光印象 3室2厅 南,厦门保利时光印象,整租,3室2厅1卫 83.00㎡ 精装修,面积：83.00㎡,2300,同安
整租·春江天玺 3室2厅 东南,春江天玺,整租,3室2厅1卫 79.00㎡ 精装修,面积：79.00㎡,2700,海沧
整租·亿华中心 3室1厅 南/北,亿华中心,整租,3室1厅0卫 95.16㎡ 精装修,面积：95.16㎡,10000,湖里
整租·万科湖心岛 4室2厅 南/北,万科湖心岛,整租,4室2厅3卫 256.00㎡ 精装修,面积：256.00㎡,18000,湖里
整租·国际邮轮城二期 1室0厅 东,国际邮轮城二期,整租,1室0厅0卫 30.00㎡,面积：30.00㎡,600,湖里
整租·菁英公馆 2室1厅 南,菁英公馆,整租,2室1厅1卫 37.17㎡ 精装修,面积：37.17㎡,1500,翔安
整租·永升海联中心 3室1厅 南/北,永升海联中心,整租,3室1厅1卫 282.00㎡,面积：282.00㎡,16356,思明
合租·中航城国际社区C区 11居室 东南卧,中航城国际社区C区,合租,11室9厅9卫 20.00㎡,面积：20.00㎡,1500,集美
合租·中航城国际社区C区 11居室 东南卧,中航城国际社区C区,合租,11室9厅9卫 30.00㎡,面积：30.00㎡,2200,集美
整租·洋唐鼓锣三里2期 3室2厅 南/北,洋唐鼓锣三里2期,整租,3室2厅1卫 114.82㎡ 精装修,面积：114.82㎡,2700,翔安
整租·文园雅阁 3室2厅 南/北,文园雅阁,整租,3室2厅1卫 137.00㎡ 精装修,面积：137.00㎡,8800,思明
整租·建发中央湾区soho 2室1厅 东南,建发中央湾区soho,整租,2室1厅2卫 57.00㎡ 精装修,面积：57.00㎡,5000,湖里
整租·融信海上城 2室2厅 东,融信海上城,整租,2室2厅1卫 43.00㎡ 精装修,面积：43.00㎡,2700,海沧
整租·海玥和鸣 3室2厅 南,海玥和鸣,整租,3室2厅1卫 77.00㎡ 精装修,面积：77.00㎡,2600,海沧
整租·华天花园 2室2厅 东南,华天花园,整租,2室2厅1卫 102.00㎡ 精装修,面积：102.00㎡,5200,思明
整租·长升大厦 1室0厅 东,长升大厦,整租,1室0厅1卫 34.00㎡ 精装修,面积：34.00㎡,1800,思明
整租·阳台山路 3室2厅 南/北,阳台山路,整租,3室2厅1卫 110.00㎡ 精装修,面积：110.00㎡,6500,思明
整租·阳台佳苑 2室2厅 南/北,阳台佳苑,整租,2室2厅1卫 70.00㎡ 精装修,面积：70.00㎡,3500,思明
整租·国贸阳光 4室2厅 南/北,国贸阳光,整租,4室2厅2卫 166.00㎡ 精装修,面积：166.00㎡,6800,湖里
整租·明丰财富中心 1室0厅 南,明丰财富中心,整租,1室0厅1卫 30.00㎡ 精装修,面积：30.00㎡,1650,思明
整租·前埔北区二里 2室1厅 南/北,前埔北区二里,整租,2室1厅1卫 70.00㎡ 精装修,面积：70.00㎡,3600,思明
整租·潇湘大厦 2室1厅 南,潇湘大厦,整租,2室1厅1卫 60.20㎡ 精装修,面积：60.20㎡,3200,思明
整租·中海·厦门东湾 4室2厅 东南,中海·厦门东湾,整租,4室2厅2卫 142.88㎡ 精装修,面积：142.88㎡,7000,集美
整租·中航城A区 4室2厅 南,中航城A区,整租,4室2厅3卫 166.00㎡ 精装修,面积：166.00㎡,6300,集美
